LotShape,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,OverallQual,OverallCond
Reg,AllPub,Mod,TA,TA,TA,TA,Gd,Rec,Unf,Gd,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,5,4
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Mod,TA,TA,Fa,TA,Mn,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,Fa,Fa,Y,NA,3,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Mod,TA,Gd,TA,TA,Av,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,4,4
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,Fa,P,NA,5,8
Reg,AllPub,Gtl,TA,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,6,7
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,7,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,Po,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Fa,Unf,TA,TA,N,NA,5,8
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,ALQ,BLQ,Gd,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,4
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Rec,BLQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,6,5
IR1,AllPub,Mod,Gd,TA,Gd,TA,Av,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,8,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,N,NA,4,6
IR1,AllPub,Gtl,TA,Gd,TA,Gd,Av,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,9
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,LwQ,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,N,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,4,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,6,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,LwQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,Ex,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,Rec,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,LwQ,Unf,TA,N,FuseA,TA,Mod,NA,Unf,TA,TA,Y,NA,5,3
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,Av,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,8
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,8
Reg,AllPub,Gtl,Ex,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Maj1,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Rec,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,N,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Fa,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,Unf,Unf,TA,N,FuseA,TA,Typ,NA,NA,NA,NA,N,NA,5,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,Unf,Unf,Gd,Y,FuseF,TA,Typ,NA,Unf,Fa,Fa,N,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR2,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,LwQ,TA,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,6
Reg,AllPub,Gtl,Ex,TA,Ex,Gd,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,10,5
IR1,AllPub,Mod,TA,TA,Gd,TA,No,Unf,Unf,Fa,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,8,7
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Rec,Unf,Fa,N,SBrkr,TA,Typ,Gd,Unf,Fa,Fa,P,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Rec,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,Gd,TA,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,Ex,Typ,TA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,TA,TA,Gd,LwQ,ALQ,TA,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,LwQ,Unf,TA,Y,FuseA,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,8
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,LwQ,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,8
IR3,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,Unf,Unf,Ex,Y,FuseA,TA,Min2,TA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,FuseA,TA,Typ,Gd,Unf,TA,TA,N,NA,6,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Fa,TA,TA,TA,No,Unf,Unf,TA,N,FuseF,TA,Typ,Gd,Unf,TA,TA,N,NA,7,4
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Mod,TA,Gd,TA,TA,Mn,Rec,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,8,9
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Sev,Gd,TA,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,6
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,6,7
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,Gd,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,FuseA,TA,Typ,NA,Unf,TA,Fa,Y,NA,5,5
IR1,AllPub,Gtl,TA,TA,TA,Gd,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,Fa,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,Y,FuseA,TA,Typ,NA,RFn,TA,TA,Y,NA,4,4
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Fin,Gd,Gd,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Mn,LwQ,Rec,TA,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Min2,Gd,Unf,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,Fa,TA,TA,No,Unf,Unf,Ex,Y,FuseF,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,5
IR1,AllPub,Mod,TA,Gd,TA,TA,Av,Rec,Unf,Fa,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,N,NA,5,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Ex,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,N,SBrkr,TA,Min2,NA,RFn,TA,TA,Y,NA,5,4
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,N,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,Mn,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,6,5
IR3,AllPub,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,Gd,10,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Rec,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Fa,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,P,NA,6,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Maj1,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Ex,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,Gd,Gd,Gd,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,ALQ,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,Gd,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,Ex,Typ,TA,Fin,TA,TA,Y,NA,7,8
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,RFn,Gd,Gd,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,4,6
Reg,AllPub,Gtl,TA,TA,Fa,TA,Mn,ALQ,LwQ,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Ex,Gd,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
IR2,AllPub,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Rec,Gd,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,6,3
IR1,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,N,SBrkr,TA,Typ,NA,Unf,TA,Fa,Y,NA,3,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Fa,TA,TA,TA,No,LwQ,Unf,Gd,Y,SBrkr,Fa,Typ,NA,NA,NA,NA,Y,NA,4,7
Reg,AllPub,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Fa,N,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,4,4
Reg,AllPub,Mod,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,Gd,Typ,NA,NA,NA,NA,Y,NA,3,6
Reg,AllPub,Gtl,Gd,Gd,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,Unf,TA,TA,Y,NA,5,9
Reg,AllPub,Gtl,Gd,Gd,Gd,TA,No,LwQ,Unf,Ex,Y,SBrkr,TA,Mod,TA,Unf,Fa,TA,Y,NA,6,7
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,Gd,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Mod,TA,TA,TA,TA,Mn,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Unf,Fa,Fa,Y,NA,4,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Min1,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Mod,TA,TA,TA,TA,No,Unf,Unf,Fa,N,FuseA,Fa,Typ,NA,NA,NA,NA,N,NA,4,4
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,Gd,TA,TA,Mn,Rec,Unf,Ex,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Unf,Fa,Fa,Y,NA,6,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,Y,FuseA,Fa,Typ,NA,Unf,TA,TA,Y,NA,4,4
IR2,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Rec,TA,Y,SBrkr,TA,Typ,Gd,RFn,Gd,TA,Y,NA,7,7
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR3,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,Gd,TA,Fa,No,LwQ,Unf,Fa,N,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Fin,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,Gd,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,N,NA,6,9
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,Fin,TA,TA,Y,NA,8,5
